"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPR20336564922","Female","C10009","B","A","4",900,"B002","P","N","S133","B",200,"0",25,3,90,25,3,"Tuesday",73.7698630136986
"APPS60781209026","Female","C10027","A","B","4",7000,"B002","P","N","S122","B",120,"7",12,2,85,12,2,"Tuesday",68.654794520548
"APPU80197721212","Female","C10002","A","C","4",1750,"B007","G","N","S133","B",400,"0",7,11,80,7,11,"Tuesday",64.386301369863
"APPY80463984631","Female","C10003","A","B","4",1700,"B003","G","N","S159","C",0,"0",15,10,86,15,10,"Tuesday",70.3260273972603
"APPE10391108208","Female","C10021","B","C","3",5600,"B002","P","N","S133","B",2900,"0",12,12,83,12,12,"Wednesday",67.4794520547945
"APPF40167374332","Female","C10009","B","A","4",800,"B002","P","N","S133","B",0,"0",26,11,89,26,11,"Tuesday",73.4438356164383
"APPJ10811704727","Female","C10003","A","A","4",4100,"B025","G","N","S133","B",0,"10",9,11,94,9,11,"Tuesday",78.4
"APPQ50262953431","Female","C10003","A","A","4",1250,"B038","P","N","S133","B",600,"0",8,9,87,8,9,"Tuesday",71.2246575342466
"APPR90861265523","Female","C10010","A","A","4",1500,"B003","G","N","S127","C",0,"0",12,8,71,12,8,"Tuesday",55.1397260273973
"APPZ90882226337","Female","C10003","A","C","1",1375,"B001","P","N","S133","C",0,"0",17,1,95,17,1,"Tuesday",78.5890410958904
"APPA70705102443","Female","C10092","C","A","4",5600,"B027","G","N","S133","B",0,"10",1,3,65,1,3,"Tuesday",48.6876712328767
"APPE20982921815","Female","C10001","A","C","4",1000,"B021","P","N","S133","E",0,"0",2,12,92,2,12,"Tuesday",76.4630136986301
"APPH70403839125","Female","C10142","C","C","1",1300,"B002","P","N","S133","B",0,"0",28,12,83,28,12,"Tuesday",67.5260273972603
"APPI40075047235","Female","C10004","A","B","4",1400,"B021","P","N","S133","B",2.4,"0",14,1,88,14,1,"Tuesday",71.5753424657534
"APPN60296209721","Female","C10002","A","C","1",3000,"B004","P","N","S133","B",500,"10",1,7,90,1,7,"Tuesday",74.0383561643836
"APPQ90370709044","Female","C10006","A","A","4",6100,"B002","P","N","S133","E",1300,"10",25,2,90,25,2,"Tuesday",73.6931506849315
"APPV60666855526","Female","C10004","A","A","4",2300,"B002","P","N","S133","E",1000,"0",21,10,85,21,10,"Tuesday",69.3424657534247
"APPA20301215038","Female","C10003","A","A","4",7000,"B002","P","N","S133","B",1963.3,"10",22,1,90,22,1,"Tuesday",73.6
"APPC10043617249","Female","C10074","C","C","4",1135,"B001","P","N","S159","B",827.3,"0",21,6,89,21,6,"Tuesday",73.0109589041096
"APPG80600617607","Female","C10035","C","A","4",800,"B004","P","N","S133","B",200,"0",2,2,92,2,2,"Tuesday",75.6301369863014
"APPP10006909532","Female","C10002","A","B","2",6500,"B002","P","N","S143","B",3300,"0",11,2,85,11,2,"Wednesday",68.6493150684932
"APPS90296318819","Female","C10011","B","A","4",2100,"B001","P","N","S133","B",1145.9,"0",12,1,87,12,1,"Wednesday",70.5671232876712
"APPY20518338441","Female","C10007","A","B","4",1000,"B003","G","N","S122","C",0,"0",31,1,90,31,1,"Wednesday",73.6219178082192
"APPZ30994852514","Female","C10033","C","A","4",3600,"B004","P","N","S127","B",1500,"0",16,1,71,16,1,"Wednesday",54.5671232876712
"APPJ80538081534","Female","C10004","A","A","4",1100,"B016","G","N","S159","C",0,"0",31,10,92,31,10,"Wednesday",76.372602739726
"APPK30700572644","Female","C10001","A","A","4",3000,"B007","G","N","S159","B",1200,"7",2,12,75,2,12,"Wednesday",59.4465753424658
"APPO70970688021","Female","C10002","A","B","4",1550,"B041","P","N","S122","F",0,"0",21,8,93,21,8,"Wednesday",77.1780821917808
"APPU90411496604","Female","C10176","C","A","4",2950,"B003","G","N","S133","B",1300,"0",15,6,87,15,6,"Wednesday",70.9890410958904
"APPV30421448729","Female","C10026","C","A","4",900,"B017","G","N","S133","B",0,"0",15,11,85,15,11,"Wednesday",69.4082191780822
"APPX30005438916","Female","C10005","A","A","4",1952.1,"B017","G","N","S133","B",900,"0",29,12,71,29,12,"Wednesday",55.5178082191781
"APPC10187689404","Female","C10074","C","A","4",770,"B007","G","N","S133","B",300,"0",9,6,90,9,6,"Wednesday",73.9753424657534
"APPF60025983743","Female","C10001","A","A","4",4000,"B001","P","N","S133","B",527.4,"10",21,12,78,21,12,"Wednesday",62.5013698630137
"APPK20709932201","Female","C10007","A","B","4",1197.8,"B004","P","N","S133","B",0,"0",6,10,74,6,10,"Wednesday",58.2904109589041
"APPO60567224602","Female","C10007","A","C","4",1800,"B002","P","N","S133","E",0,"2",21,3,87,21,3,"Wednesday",70.7534246575343
"APPQ40433856832","Female","C10003","A","C","4",800,"B037","G","N","S133","B",0,"0",26,2,86,26,2,"Wednesday",69.6904109589041
"APPR40590959933","Female","C10002","A","A","4",3800,"B012","G","N","S133","B",2600,"0",3,10,87,3,10,"Wednesday",71.2904109589041
"APPS80535767041","Female","C10290","C","C","2",1006,"B007","G","N","S127","B",0,"0",20,6,90,20,6,"Wednesday",74.0054794520548
"APPU20502068229","Female","C10006","A","A","4",1470,"B001","P","N","S122","B",1000,"0",26,9,92,26,9,"Wednesday",76.2767123287671
"APPV60913148337","Female","C10005","A","A","1",1100,"B001","P","N","S133","C",0,"0",17,1,93,17,1,"Wednesday",76.586301369863
"APPZ10177771727","Female","C10058","C","A","4",2502,"B017","G","N","S133","E",2.4,"7",6,6,86,6,6,"Wednesday",69.9643835616438
"APPA70005266844","Female","C10001","A","A","1",10000,"B001","P","N","S122","B",0,"10",11,2,87,11,2,"Wednesday",70.6493150684932
"APPE40511913242","Female","C10020","A","C","4",1200,"B004","P","N","S122","F",0,"0",20,8,84,20,8,"Wednesday",68.1698630136986
"APPM20344174037","Female","C10059","B","A","4",10000,"B003","G","N","S133","B",2500,"0",21,7,69,21,7,"Wednesday",53.0767123287671
"APPZ50701318316","Female","C10005","A","A","4",700,"B042","G","N","S143","B",100,"0",3,6,91,3,6,"Wednesday",74.958904109589
"APPE30977672835","Female","C10005","A","A","4",5000,"B012","G","N","S133","B",2500,"0",21,2,93,21,2,"Wednesday",76.6821917808219
"APPG10002726019","Female","C10006","A","B","4",12500,"B002","P","N","S133","B",5700,"0",7,12,69,7,12,"Wednesday",53.4575342465753
"APPM20805413601","Female","C10006","A","B","4",938,"B009","G","N","S133","B",250,"0",9,8,89,9,8,"Wednesday",73.1424657534247
"APPT60860005329","Female","C10023","B","A","4",1200,"B008","G","N","S133","C",0,"0",13,12,91,13,12,"Wednesday",75.4876712328767
"APPV60104357502","Female","C10004","A","A","2",1550,"B001","P","N","S134","B",0,"0",23,5,81,23,5,"Wednesday",64.9232876712329
"APPM10417201231","Female","C10002","A","A","4",4000,"B003","G","N","S133","E",2500,"0",31,8,66,31,8,"Wednesday",50.186301369863
"APPR90827955734","Female","C10001","A","B","4",2070,"B001","P","N","S122","B",600,"0",21,3,89,21,3,"Wednesday",72.7561643835616
"APPU80976408006","Female","C10001","A","A","4",1600,"B011","P","N","S143","B",0,"0",3,4,90,3,4,"Wednesday",73.7917808219178
"APPV30602156125","Female","C10001","A","A","4",4000,"B001","P","N","S133","B",0,"10",7,3,83,7,3,"Wednesday",66.7123287671233
"APPX10062651349","Female","C10001","A","A","4",1600,"B021","P","N","S133","B",0,"0",22,10,88,22,10,"Wednesday",72.345205479452
"APPG40450089209","Female","C10002","A","A","4",1450,"B002","P","N","S122","B",0,"0",7,3,96,7,3,"Wednesday",79.7232876712329
"APPI10526599448","Female","C10006","A","C","1",1200,"B031","G","N","S133","C",0,"0",25,9,91,25,9,"Wednesday",75.2712328767123
"APPJ90609635503","Female","C10007","A","C","4",1200,"B004","P","N","S133","C",0,"0",9,3,83,9,3,"Wednesday",66.7178082191781
"APPK60181648635","Female","C10001","A","B","4",3700,"B013","G","N","S133","B",1000,"7",26,8,81,26,8,"Wednesday",65.1835616438356
"APPO80210485001","Female","C10004","A","A","4",1500,"B004","P","N","S133","B",0,"0",26,10,89,26,10,"Wednesday",73.3561643835616
"APPP10058387126","Female","C10011","B","A","4",1050,"B010","G","N","S133","C",0,"0",1,9,98,1,9,"Wednesday",82.2109589041096
"APPR50564256325","Female","C10048","C","A","4",886.5,"B003","G","N","S133","B",0,"0",25,7,88,25,7,"Wednesday",72.1013698630137
"APPT30440484536","Female","C10007","A","C","4",1000,"","","N","S133","B",0,"0",10,7,90,10,7,"Wednesday",74.0602739726027
"APPV10197547715","Female","C10001","A","B","4",1000,"B001","P","N","S133","B",0,"0",20,3,92,20,3,"Wednesday",75.7561643835616
"APPX10078933908","Female","C10375","C","C","4",2000,"B003","G","N","S134","B",1000,"0",15,7,78,15,7,"Wednesday",62.0657534246575
"APPY70772553012","Female","C10427","C","C","4",5200,"B009","G","N","S133","B",0,"7",3,4,81,3,4,"Wednesday",64.786301369863
"APPB10545358339","Female","C10169","C","B","4",2661.5,"B002","P","N","S133","B",0,"7",6,12,79,6,12,"Wednesday",63.4602739726027
"APPD40849565549","Female","C10015","C","A","4",7500,"B013","G","N","S133","B",0,"7",13,12,75,13,12,"Wednesday",59.4767123287671
"APPE20501528625","Female","C10004","A","B","4",1300,"B001","P","N","S133","B",0,"0",15,7,94,15,7,"Wednesday",78.0767123287671
"APPG10554359814","Female","C10004","A","A","4",10000,"B003","G","N","S122","B",3000,"10",5,7,82,5,7,"Wednesday",66.041095890411
"APPJ60413961109","Female","C10001","A","B","4",22000,"B001","P","N","S122","B",0,"10",23,6,81,23,6,"Wednesday",65.0082191780822
"APPL20347122301","Female","C10003","A","C","4",4000,"B004","P","N","S122","B",1000,"10",7,10,82,7,10,"Wednesday",66.2986301369863
"APPO90172889609","Female","C10002","A","B","4",13000,"B005","P","N","S122","B",1600,"10",10,3,79,10,3,"Wednesday",62.7178082191781
"APPT60191947135","Female","C10317","C","A","4",1356.7,"B003","G","N","S133","B",0,"0",28,7,88,28,7,"Wednesday",72.1095890410959
"APPX40479321527","Female","C10001","A","A","4",1412.1,"B004","P","N","S133","B",0,"0",3,7,93,3,7,"Wednesday",77.0438356164384
"APPA30602697808","Female","C10001","A","B","4",2300,"B004","P","N","S133","B",250,"0",26,3,84,26,3,"Wednesday",67.7671232876712
"APPC40701303023","Female","C10002","A","A","4",5700,"B012","G","N","S133","B",2600,"0",7,7,86,7,7,"Wednesday",70.0493150684931
"APPE50409196211","Female","C10003","A","C","1",4380,"B002","P","N","S122","B",2215.7,"0",4,7,84,4,7,"Wednesday",68.041095890411
"APPJ80322714709","Female","C10003","A","B","4",1500,"B003","G","N","S133","B",400,"0",3,6,87,3,6,"Wednesday",70.9561643835616
"APPK30956183817","Female","C10003","A","A","4",1000,"","","N","S137","B",100,"0",20,8,89,20,8,"Wednesday",73.172602739726
"APPP70588983322","Female","C10002","A","A","4",1250,"","","N","S133","B",350,"0",2,8,81,2,8,"Wednesday",65.1178082191781
"APPU50845589829","Female","C10027","A","B","3",4800,"B001","P","N","S133","E",1150,"7",14,6,87,14,6,"Wednesday",70.986301369863
"APPY50769163229","Female","C10002","A","A","4",5800,"B003","G","N","S133","B",4750,"0",14,8,90,14,8,"Wednesday",74.1561643835616
"APPB40291326509","Female","C10006","A","B","4",2350,"B005","P","N","S133","B",0,"4",14,2,92,14,2,"Wednesday",75.6602739726027
"APPD80481316726","Female","C10013","B","A","4",1300,"B003","G","N","S159","C",0,"0",8,12,84,8,12,"Wednesday",68.4712328767123
"APPL70237602528","Female","C10008","A","B","4",1000,"B003","G","N","S159","B",150,"0",27,12,92,27,12,"Wednesday",76.5287671232877
"APPS30161093233","Female","C10001","A","C","4",1500,"B009","G","N","S133","B",130,"0",21,10,85,21,10,"Wednesday",69.3397260273973
"APPZ90945366947","Female","C10009","B","A","4",1200,"B003","G","N","S133","B",350,"0",26,2,92,26,2,"Wednesday",75.6931506849315
"APPA20803291006","Female","C10008","A","A","4",700,"","","N","S133","E",0,"0",13,12,95,13,12,"Wednesday",79.4904109589041
"APPD50659968347","Female","C10007","A","C","4",1450,"B001","P","N","S133","B",500,"0",1,3,89,1,3,"Wednesday",72.7013698630137
"APPF60771246536","Female","C10001","A","B","4",2749.9,"B002","P","N","S143","E",146.9,"7",2,5,86,2,5,"Wednesday",69.8684931506849
"APPG60975608612","Female","C10003","A","A","4",1960,"B002","P","N","S159","B",0,"2",28,4,92,28,4,"Wednesday",75.8630136986301
"APPO30865861433","Female","C10003","A","A","4",1200,"","","N","S133","B",500,"0",9,2,79,9,2,"Wednesday",62.6383561643836
"APPP80004537533","Female","C10005","A","C","4",1600,"B010","G","N","S133","B",0,"0",12,9,92,12,9,"Wednesday",76.2383561643836
"APPQ90069687647","Female","C10005","A","C","1",4700,"B005","P","N","S133","B",2000,"0",25,7,86,25,7,"Wednesday",70.0986301369863
"APPR80041251705","Female","C10005","A","A","4",3200,"B031","G","N","S133","B",250,"7",5,5,83,5,5,"Wednesday",66.8739726027397
"APPS10947533816","Female","C10002","A","B","4",1620,"B001","P","N","S133","B",0,"2",27,6,92,27,6,"Wednesday",76.027397260274
"APPU50560009002","Female","C10461","C","A","4",1130,"B003","G","N","S127","B",500,"0",6,6,90,6,6,"Wednesday",73.9671232876712
"APPW40305548228","Female","C10005","A","C","4",2800,"B005","P","N","S133","B",0,"10",27,2,89,27,2,"Wednesday",72.6958904109589
"APPE90958501005","Female","C10003","A","C","4",1600,"B003","G","N","S122","B",0,"0",16,9,89,16,9,"Wednesday",73.2465753424657
"APPH50531437322","Female","C10004","A","C","4",1500,"","","N","S133","B",400,"0",4,8,86,4,8,"Wednesday",70.1260273972603
"APPL50098139718","Female","C10044","C","A","4",1000,"B002","P","N","S159","B",300,"0",3,4,91,3,4,"Wednesday",74.7917808219178
"APPM50646237832","Female","C10005","A","A","4",1600,"B004","P","N","S133","C",0,"0",10,3,90,10,3,"Wednesday",73.7260273972603
"APPN60372028907","Female","C10002","A","B","4",2600,"B024","G","N","S133","B",2200,"0",7,5,56,7,5,"Wednesday",39.8630136986301
"APPP20066489128","Female","C10003","A","A","1",4690,"B004","P","N","S122","E",2200,"0",31,8,81,31,8,"Wednesday",65.1972602739726
"APPS60348734438","Female","C10005","A","B","3",1700,"B001","P","N","S133","E",900,"0",1,4,92,1,4,"Wednesday",75.7890410958904
"APPZ20917589118","Female","C10004","A","C","2",2500,"B005","P","N","S133","B",0,"0",16,6,92,16,6,"Wednesday",75.9972602739726
"APPA10419371225","Female","C10004","A","C","2",2500,"B005","P","N","S133","B",0,"0",16,6,92,16,6,"Wednesday",75.9972602739726
"APPB90060636345","Female","C10014","B","","5",87,"B007","G","N","S133","C",0,"0",1,7,87,1,7,"Wednesday",71.0328767123288
"APPF80315258701","Female","C10005","A","A","4",2200,"B017","G","N","S143","B",0,"4",23,3,91,23,3,"Wednesday",74.7616438356164
"APPK90916608225","Female","C10016","B","A","4",816.5,"B049","G","N","S133","B",550,"0",19,4,88,19,4,"Wednesday",71.8356164383562
"APPL50874189341","Female","C10003","A","C","4",8600,"B001","P","N","S133","B",3600,"0",30,9,81,30,9,"Wednesday",65.2794520547945
"APPM40778902414","Female","C10001","A","A","4",1400,"B023","G","N","S133","F",0,"0",11,9,71,11,9,"Wednesday",55.2191780821918
"APPZ50767709739","Female","C10015","C","A","4",4000,"B003","G","N","S122","C",0,"0",3,5,98,3,5,"Wednesday",81.8794520547945
"APPL10556685941","Female","C10002","A","C","1",5100,"B003","G","N","S133","B",3600,"0",16,12,75,16,12,"Wednesday",59.4849315068493
"APPN20797766131","Female","C10005","A","C","4",1200,"B017","G","N","S122","B",200,"0",25,5,90,25,5,"Wednesday",73.9342465753425
"APPR10154113545","Female","C10001","A","A","4",1800,"B003","G","N","S133","B",1000,"0",12,3,95,12,3,"Wednesday",78.7342465753425
"APPS10702034638","Female","C10001","A","A","4",2200,"B003","G","N","S133","B",2000,"0",12,3,95,12,3,"Wednesday",78.7342465753425
"APPV10408425929","Female","C10018","C","B","4",1200,"B002","P","N","S133","B",0,"0",23,7,76,23,7,"Wednesday",60.0876712328767
"APPX60187003141","Female","C10014","B","C","1",1000,"B002","P","N","S133","C",0,"0",25,12,89,25,12,"Wednesday",73.5205479452055
"APPC80362787607","Female","C10002","A","C","3",3100,"B001","P","N","S122","B",1700,"0",20,9,88,20,9,"Thursday",72.2547945205479
"APPH70659693126","Female","C10003","A","C","1",3200,"B005","P","N","S143","B",1300,"0",11,3,84,11,3,"Thursday",67.7232876712329
"APPM20071541606","Female","C10005","A","B","4",1560,"B005","P","N","S122","C",0,"0",10,8,94,10,8,"Thursday",78.1452054794521
"APPQ70298793029","Female","C10011","B","","5",350,"B003","G","N","S133","F",0,"0",20,7,70,20,7,"Thursday",54.0712328767123
"APPS70952112249","Female","C10005","A","A","4",1050,"B004","P","N","S133","B",350,"0",8,1,86,8,1,"Thursday",69.5534246575343
"APPU20532071423","Female","C10007","A","A","4",1200,"B003","G","N","S133","B",500,"0",3,9,88,3,9,"Thursday",72.2082191780822
"APPD20523664317","Female","C10007","A","B","4",5300,"B001","P","N","S133","E",2669.7,"0",25,12,73,25,12,"Thursday",57.5068493150685
"APPT40134205915","Female","C10001","A","B","4",2000,"B007","G","N","S143","B",0,"4",26,4,95,26,4,"Thursday",78.8547945205479
"APPZ70209229507","Female","C10003","A","A","4",2100,"B013","G","N","S133","E",1000,"0",1,11,66,1,11,"Thursday",50.3534246575342
"APPF20785201121","Female","C10003","A","A","4",1800,"B001","P","N","S133","C",0,"0",13,7,96,13,7,"Thursday",80.0712328767123
"APPH50753657316","Female","C10006","A","C","4",1500,"B002","P","N","S133","B",500,"2",9,4,89,9,4,"Thursday",72.8054794520548
"APPN50923389937","Female","C10003","A","A","4",3000,"B002","P","N","S122","B",0,"10",20,6,90,20,6,"Thursday",74.0027397260274
"APPQ40089331243","Female","C10003","A","B","4",2500,"B030","P","N","S133","B",0,"0",23,9,84,23,9,"Thursday",68.2602739726027
"APPS40524858442","Female","C10001","A","A","4",1718.1,"B002","P","N","S133","F",0,"0",30,1,87,30,1,"Thursday",70.613698630137
"APPU90079742624","Female","C10003","A","A","4",1720,"B008","G","N","S133","C",0,"0",6,8,91,6,8,"Thursday",75.1315068493151
"APPV20876296731","Female","C10006","A","A","4",1120,"B010","G","N","S133","B",200,"0",5,1,92,5,1,"Thursday",75.5479452054795
"APPA90685169242","Female","C10004","A","A","4",2600,"","","N","S159","B",0,"7",7,3,77,7,3,"Thursday",60.7068493150685
"APPE90413466621","Female","C10002","A","A","4",4300,"B011","P","N","S143","B",0,"10",4,8,83,4,8,"Thursday",67.1205479452055
"APPG70487174813","Female","C10009","B","A","4",1900,"B003","G","N","S133","B",0,"2",26,10,90,26,10,"Thursday",74.3534246575342
"APPH90435543937","Female","C10003","A","B","4",1580,"","","N","S159","B",200,"0",2,8,91,2,8,"Thursday",75.1205479452055
"APPI20801193049","Female","C10034","C","A","4",1050,"B042","G","N","S159","B",0,"0",23,3,83,23,3,"Thursday",66.7534246575343
"APPJ10295919137","Female","C10004","A","B","4",2542,"B021","P","N","S133","B",0,"10",6,7,89,6,7,"Thursday",73.0465753424658
"APPK10925021244","Female","C10003","A","","5",133.3,"B003","G","N","S159","C",0,"0",24,2,91,24,2,"Thursday",74.6849315068493
"APPP60548474745","Female","C10004","A","A","4",1500,"B002","P","N","S143","C",0,"0",12,3,90,12,3,"Thursday",73.7287671232877
"APPT60631612107","Female","C10003","A","C","4",2584.8,"B001","P","N","S133","B",1176.3,"0",20,1,88,20,1,"Thursday",71.586301369863
"APPV10039329304","Female","C10003","A","A","4",1400,"","","N","S133","B",0,"0",18,8,93,18,8,"Thursday",77.1671232876712
"APPZ30505685739","Female","C10002","A","C","4",2460,"B001","P","N","S133","B",182.9,"4",14,8,79,14,8,"Thursday",63.1452054794521
"APPD30580904141","Female","C10002","A","A","4",2500,"B002","P","N","S122","B",900,"10",6,4,93,6,4,"Thursday",76.8
"APPG90900459428","Female","C10102","C","A","4",750,"","","N","S133","B",0,"0",1,5,84,1,5,"Thursday",67.8630136986301
"APPJ90518624707","Female","C10213","C","A","4",1292,"B009","G","N","S133","B",250,"0",11,9,88,11,9,"Thursday",72.2301369863014
"APPM50366608044","Female","C10003","A","A","4",1400,"B042","G","N","S133","B",0,"0",7,1,89,7,1,"Thursday",72.5534246575343
"APPN80763654147","Female","C10076","C","A","4",1500,"B003","G","N","S133","B",800,"0",16,4,89,16,4,"Thursday",72.8246575342466
"APPP50715904305","Female","C10081","C","A","4",1900,"B004","P","N","S133","B",150,"0",24,4,85,24,4,"Thursday",68.8438356164384
"APPU90809378831","Female","C10024","A","A","4",1300,"","","N","S133","B",0,"0",12,3,85,12,3,"Thursday",68.7260273972603
"APPB90701818521","Female","C10032","C","B","4",1820,"B006","P","N","S143","B",670,"0",7,5,91,7,5,"Thursday",74.8821917808219
"APPG60411566041","Female","C10005","A","B","4",1750,"B017","G","N","S133","B",473.2,"0",20,8,89,20,8,"Thursday",73.1698630136986
"APPJ20596607313","Female","C10001","A","A","4",1000,"B017","G","N","S133","B",600,"0",27,7,91,27,7,"Thursday",75.1041095890411
"APPP90346302934","Female","C10005","A","A","4",1112.5,"","","N","S133","B",0,"0",11,9,91,11,9,"Thursday",75.2301369863014
"APPR20373151145","Female","C10004","A","C","2",3000,"B001","P","N","S122","E",1100,"10",18,7,78,18,7,"Thursday",62.0712328767123
"APPY50392349811","Female","C10001","A","B","4",2106,"B001","P","N","S143","B",0,"4",1,2,94,1,2,"Thursday",77.6246575342466
"APPF70809906518","Female","C10003","A","A","4",1700,"","","N","S133","B",0,"0",13,10,90,13,10,"Thursday",74.3178082191781
"APPO60633427427","Female","C10003","A","B","4",2340,"","","N","S133","E",562.5,"4",8,5,91,8,5,"Thursday",74.8849315068493
"APPT70768614912","Female","C10002","A","C","4",7700,"B002","P","N","S133","B",4600,"0",1,8,71,1,8,"Thursday",55.1041095890411
"APPU80337587025","Female","C10003","A","A","4",1750,"B003","G","N","S133","B",0,"0",27,2,83,27,2,"Thursday",66.6876712328767
"APPY10778514423","Female","C10005","A","C","4",2800,"B002","P","N","S133","B",500,"7",12,2,84,12,2,"Thursday",67.6465753424658
"APPC30407347847","Female","C10001","A","B","4",1200,"","","N","S122","B",0,"0",15,11,91,15,11,"Thursday",75.4082191780822
"APPE90180947019","Female","C10002","A","B","4",16950,"B001","P","N","S122","B",7500,"0",4,9,86,4,9,"Thursday",70.2082191780822
"APPG10373949226","Female","C10256","C","C","4",2400,"B003","G","N","S133","E",1000,"0",11,9,88,11,9,"Thursday",72.2301369863014
"APPJ50371877532","Female","C10148","C","C","2",1248,"B007","G","N","S133","B",2.4,"0",2,3,80,2,3,"Thursday",63.6958904109589
"APPN30681904904","Female","C10614","C","C","4",4800,"B002","P","N","S133","B",700,"7",22,12,73,22,12,"Thursday",57.4986301369863
"APPO90988736036","Female","C10003","A","A","4",1300,"B002","P","N","S122","F",0,"0",6,7,89,6,7,"Thursday",73.0465753424658
"APPP60299509106","Female","C10032","C","A","4",1700,"B004","P","N","S127","B",721.6,"0",24,6,79,24,6,"Thursday",63.0054794520548
"APPQ30163973245","Female","C10006","A","A","4",1120,"B004","P","N","S133","C",0,"0",22,7,88,22,7,"Thursday",72.0904109589041
"APPS40315512424","Female","C10005","A","A","4",1720,"B002","P","N","S133","C",0,"0",15,4,90,15,4,"Thursday",73.8219178082192
"APPZ50463822139","Female","C10003","A","A","4",1200,"B001","P","N","S133","B",100,"0",11,12,83,11,12,"Thursday",67.4739726027397
"APPA30441278218","Female","C10044","C","A","4",1000,"B023","G","N","S133","B",0,"0",30,10,62,30,10,"Thursday",46.3452054794521
"APPD10208489525","Female","C10003","A","B","4",1350,"B001","P","N","S133","B",500,"0",25,1,81,25,1,"Thursday",64.5972602739726
"APPS70600152007","Female","C10099","C","A","4",800,"B022","G","N","S134","B",300,"0",8,8,88,8,8,"Thursday",72.1369863013699
"APPT70908236124","Female","C10003","A","A","4",950,"B002","P","N","S133","E",600,"0",11,8,92,11,8,"Thursday",76.1479452054794
"APPW70218429438","Female","C10002","A","B","4",1300,"B001","P","N","S133","E",0,"0",19,10,93,19,10,"Thursday",77.3369863013699
"APPE50041938222","Female","C10003","A","B","4",1400,"B002","P","N","S133","E",0,"0",27,1,92,27,1,"Thursday",75.6082191780822
"APPJ90897934726","Female","C10011","B","C","4",1000,"B009","G","N","S133","C",0,"0",18,3,86,18,3,"Thursday",69.7424657534247
"APPN60421422135","Female","C10003","A","A","4",2000,"B001","P","N","S133","B",1000,"0",27,7,92,27,7,"Thursday",76.1068493150685
"APPO90328411248","Female","C10003","A","A","4",150,"B025","G","N","S133","C",0,"0",29,1,94,29,1,"Thursday",77.6164383561644
"APPS10377196644","Female","C10006","A","B","4",190,"B004","P","N","S143","B",0,"0",1,7,90,1,7,"Thursday",74.0328767123288
"APPU60282996818","Female","C10001","A","A","4",5600,"B002","P","N","S143","B",3000,"0",25,9,88,25,9,"Thursday",72.2684931506849
"APPV50535883929","Female","C10001","A","A","4",5600,"B002","P","N","S143","B",3000,"0",25,9,88,25,9,"Thursday",72.2684931506849
"APPX10703958128","Female","C10002","A","B","2",1500,"B004","P","N","S133","B",600,"0",19,2,92,19,2,"Thursday",75.6712328767123
"APPG80030132023","Female","C10006","A","A","4",1000,"B004","P","N","S133","B",0,"0",12,3,82,12,3,"Friday",65.7205479452055
"APPH60687551119","Female","C10004","A","B","4",5600,"B002","P","N","S133","B",0,"10",19,4,76,19,4,"Friday",59.8219178082192
"APPN90684858715","Female","C10006","A","","5",133.3,"B002","P","N","S133","C",0,"0",6,6,86,6,6,"Friday",69.958904109589
"APPO80610703834","Female","C10002","A","B","4",1720,"B005","P","N","S133","B",500,"0",2,5,92,2,5,"Friday",75.8684931506849
"APPR80766487143","Female","C10002","A","","5",141.7,"B001","P","N","S133","C",0,"0",12,12,91,12,12,"Friday",75.4794520547945
"APPZ80648693906","Female","C10001","A","A","4",1040,"","","N","S133","B",0,"0",17,7,67,17,7,"Friday",51.0575342465753
"APPA50070064005","Female","C10064","C","A","4",1500,"B055","G","N","S133","B",800,"0",8,10,87,8,10,"Friday",71.2986301369863
"APPF30060229527","Female","C10001","A","B","3",1370,"B004","P","N","S122","B",300,"0",9,4,91,9,4,"Friday",74.8027397260274
"APPG50571711627","Female","C10001","A","B","3",1370,"B001","P","N","S122","B",300,"0",9,4,91,9,4,"Friday",74.8027397260274
"APPM60693986204","Female","C10050","C","A","4",1370,"B003","G","N","S133","B",1000,"0",31,8,57,31,8,"Friday",41.1753424657534
"APPS90280302807","Female","C10002","A","B","4",1476,"B007","G","N","S133","E",0,"0",7,4,88,7,4,"Friday",71.7972602739726
"APPT70557962917","Female","C10110","C","A","4",1200,"B017","G","N","S133","E",300,"0",16,9,83,16,9,"Friday",67.2356164383562
"APPU90212429022","Female","C10054","C","C","4",5505,"B002","P","N","S133","B",2450,"0",5,8,68,5,8,"Friday",52.1123287671233
"APPA50178865603","Female","C10005","A","C","4",2100,"B011","P","N","S143","B",0,"4",11,3,94,11,3,"Friday",77.7260273972603
"APPB20017708744","Female","C10013","B","A","4",1200,"B001","P","N","S133","B",400,"0",11,4,92,11,4,"Friday",75.8109589041096
"APPD70131554904","Female","C10001","A","A","4",1500,"B002","P","N","S133","B",500,"0",15,4,80,15,4,"Friday",63.813698630137
"APPN90160674903","Female","C10009","B","A","4",2.5,"B002","P","N","S122","B",0,"0",31,8,90,31,8,"Friday",74.1972602739726
