"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Interest_Rate","EMI","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPH30191235915","Male","C10004","A","B","4",2400,"B004","P","Y","S159","C",0,35000,5,20,927,"4",3,6,87,3,6,"Saturday",70.8904109589041
"APPK70848634236","Male","C10002","A","A","4",10000,"B002","P","Y","S133","B",3750,10000,1,13.5,896,"10",18,1,86,18,1,"Saturday",69.5178082191781
"APPO90042734614","Male","C10005","A","A","4",2200,"B003","G","Y","S133","B",0,20000,4,17.5,582,"4",16,6,64,16,6,"Sunday",47.9095890410959
"APPP40070352712","Female","C10019","B","A","4",4000,"B003","G","Y","S133","C",0,64000,5,20,1696,"4",30,8,89,30,8,"Sunday",73.1315068493151
"APPR20509481915","Male","C10005","A","C","4",2500,"B002","P","Y","S133","C",0,36000,5,19,934,"7",15,2,84,15,2,"Sunday",67.5890410958904
"APPS60187187029","Male","C10002","A","A","4",2500,"","","Y","S133","B",0,20000,5,15.5,481,"7",15,6,76,15,6,"Sunday",59.9150684931507
"APPU20710385248","Male","C10001","A","A","4",2900,"B004","P","Y","S122","C",0,43000,5,24,1237,"4",12,1,89,12,1,"Sunday",72.5013698630137
"APPV60721088315","Male","C10001","A","A","4",2060,"B003","G","Y","S159","B",335.2,30000,5,20,795,"4",8,6,87,8,6,"Sunday",70.9013698630137
"APPX50270894548","Male","C10001","A","A","4",3500,"","","Y","S137","B",1000,30000,4,20,913,"7",26,1,80,26,1,"Sunday",63.5315068493151
"APPY70724354617","Male","C10002","A","B","4",2465,"B007","G","Y","S133","B",3.6,30000,3,18.5,1092,"4",15,6,85,15,6,"Sunday",68.9205479452055
"APPZ80124413712","Male","C10008","A","B","4",2500,"B001","P","Y","S133","B",375,35000,5,18.25,894,"7",4,10,87,4,10,"Sunday",71.2246575342466
"APPE90320346244","Male","C10027","A","B","4",1910,"B004","P","Y","S159","B",3.6,20000,3,18.4,727,"2",5,8,85,5,8,"Sunday",69.0602739726027
"APPF90712441329","Male","C10002","A","A","4",2500,"B004","P","Y","S133","B",0,13000,1,16.75,1184,"7",17,12,88,17,12,"Sunday",72.4301369863014
"APPJ20588632719","Male","C10026","C","B","4",1450,"B001","P","Y","S133","C",0,32000,5,20,848,"2",31,7,78,31,7,"Sunday",62.041095890411
"APPM30641488015","Male","C10001","A","C","4",2112,"B008","G","Y","S143","B",0,10000,2,32.5,572,"4",25,1,88,25,1,"Sunday",71.5342465753425
"APPQ70706092421","Male","C10001","A","A","4",15000,"B031","G","Y","S133","B",1000,50000,5,21.5,1367,"10",25,10,81,25,10,"Sunday",65.2794520547945
"APPR80055161546","Male","C10002","A","A","4",2000,"B002","P","Y","S133","B",500,18000,3,20,669,"4",17,7,87,17,7,"Sunday",71.0082191780822
"APPW50778835025","Male","C10001","A","A","4",2050,"","","Y","S133","B",350,10000,2,20,509,"4",20,12,82,20,12,"Sunday",66.4328767123288
"APPZ80205546328","Male","C10003","A","A","4",2187.5,"B007","G","Y","S133","B",410,24000,3,20,892,"4",19,9,74,19,9,"Sunday",58.1753424657534
"APPB90965687508","Male","C10013","B","A","1",20000,"B003","G","Y","S143","C",0,120000,4,12.99,3219,"7",11,5,84,11,5,"Sunday",67.8246575342466
"APPE30194667815","Male","C10003","A","C","4",1920,"B002","P","Y","S133","C",0,43000,5,20,1139,"2",2,11,89,2,11,"Sunday",73.3068493150685
"APPL90926193516","Male","C10033","C","C","4",2629.3,"B014","P","Y","S133","B",0,25000,5,13.49,575,"10",19,6,87,19,6,"Sunday",70.9315068493151
"APPM90433605612","Male","C10092","C","C","4",5500,"B023","G","Y","S133","B",1500,90000,5,14.25,2106,"10",6,12,61,6,12,"Sunday",45.3808219178082
"APPC70805961204","Male","C10049","C","A","4",3500,"B004","P","Y","S133","B",850,30000,4,15.75,846,"7",5,8,82,5,8,"Monday",66.0547945205479
"APPE50471555404","Male","C10007","A","A","4",1503.5,"B001","P","Y","S159","B",0,10000,3,18.4,364,"2",19,6,92,19,6,"Monday",75.9342465753425
"APPH70887124726","Male","C10002","A","A","1",6000,"B002","P","Y","S137","B",0,20000,2,15.25,972,"10",14,4,86,14,4,"Monday",69.7479452054795
"APPJ50277442943","Male","C10002","A","C","4",2650,"B001","P","Y","S134","C",0,40000,5,19,1038,"7",5,8,84,5,8,"Monday",68.0575342465753
"APPK50206239013","Male","C10004","A","A","4",6550,"B001","P","Y","S137","B",0,20000,1,15.25,1808,"10",10,11,93,10,11,"Monday",77.3287671232877
"APPL10026476109","Male","C10001","A","A","4",5000,"B002","P","Y","S137","B",0,30000,2,15.25,1458,"10",3,5,81,3,5,"Monday",64.7972602739726
"APPM80582904214","Male","C10004","A","B","4",5000,"B021","P","Y","S159","B",0,90000,3,16.25,3175,"10",24,8,91,24,8,"Monday",75.1123287671233
"APPP30714501544","Male","C10003","A","B","4",10300,"B008","G","Y","S143","B",1420,40000,1,13.5,3582,"10",31,8,84,31,8,"Monday",68.1287671232877
"APPT80446104907","Male","C10231","C","A","4",5200,"B019","G","Y","S133","B",0,10000,2,15.75,488,"7",27,7,56,27,7,"Monday",40.013698630137
"APPV40020948133","Female","C10006","A","B","4",2940,"B004","P","Y","S133","C",0,44000,5,19,1141,"4",20,7,85,20,7,"Monday",69.013698630137
"APPX50862397341","Male","C10002","A","A","2",3400,"B002","P","Y","S133","B",0,5000,1,15.75,453,"10",25,2,93,25,2,"Monday",76.6219178082192
"APPC60580056839","Male","C10004","A","A","4",8100,"B001","P","Y","S133","B",0,20000,2,13.5,956,"10",25,10,87,25,10,"Monday",71.2794520547945
"APPF40903273109","Male","C10017","B","C","4",1500,"B003","G","Y","S122","C",0,33000,5,20,874,"2",20,3,80,20,3,"Monday",63.6767123287671
"APPK10951154611","Male","C10001","A","A","4",1800,"B003","G","Y","S159","B",0,21000,2,20,1069,"2",1,1,86,1,1,"Monday",69.4657534246575
"APPO70129075045","Female","C10003","A","B","4",1980,"B002","P","Y","S133","B",0,10000,2,18.4,501,"2",14,3,88,14,3,"Monday",71.6657534246575
"APPP10729092139","Male","C10003","A","A","4",2600,"B015","P","Y","S133","B",0,5000,2,20,254,"7",19,6,90,19,6,"Monday",73.9315068493151
"APPR50799129304","Male","C10002","A","A","4",20000,"B031","G","Y","S133","C",0,150000,5,14.85,3557,"10",8,12,93,8,12,"Monday",77.4054794520548
"APPD90998794514","Male","C10006","A","C","4",2697.9,"B001","P","Y","S161","B",900,10000,3,15.35,348,"10",4,9,86,4,9,"Monday",70.1397260273973
"APPF60523492716","Male","C10212","C","A","4",3450,"B001","P","Y","S122","B",0,10000,3,15.75,350,"7",2,2,88,2,2,"Monday",71.5534246575343
"APPI50767491041","Male","C10019","B","C","4",4224.2,"B007","G","Y","S133","C",0,73000,5,14.25,1708,"7",12,3,66,12,3,"Monday",49.6438356164384
"APPZ10218941744","Male","C10001","A","A","4",3000,"B002","P","Y","S133","B",0,30000,3,19,1100,"7",4,8,79,4,8,"Monday",63.0493150684932
"APPC30383702014","Male","C10004","A","B","4",5000,"B018","G","Y","S133","B",1050,30000,5,14.85,711,"10",4,4,64,4,4,"Monday",47.7068493150685
"APPD50934078106","Male","C10005","A","B","4",16200,"B006","P","Y","S159","C",0,120000,3,13.5,4072,"7",25,12,88,25,12,"Monday",72.4493150684931
"APPF10275294303","Male","C10002","A","A","4",4000,"B002","P","Y","S122","B",0,50000,3,14.85,1730,"10",9,6,85,9,6,"Monday",68.9013698630137
"APPP50620204303","Male","C10003","A","A","4",2700,"B004","P","Y","S133","B",0,13000,1,19,1198,"7",4,11,93,4,11,"Tuesday",77.3095890410959
"APPX20672704108","Male","C10002","A","B","4",2010,"B029","G","Y","S133","B",378.6,20000,4,20,609,"4",14,4,85,14,4,"Tuesday",68.7452054794521
"APPZ90499182301","Male","C10001","A","C","4",2050,"B004","P","Y","S133","B",0,20000,5,20,530,"4",2,9,73,2,9,"Tuesday",57.1232876712329
"APPH50233702109","Male","C10019","B","A","4",2570,"B002","P","Y","S159","B",0,10000,2,19,504,"7",20,11,88,20,11,"Tuesday",72.3506849315068
"APPJ10123032332","Male","C10003","A","C","4",2370,"B002","P","Y","S133","C",0,34000,5,24,978,"4",20,12,89,20,12,"Tuesday",73.4328767123288
"APPK20695776402","Male","C10006","A","A","4",1500,"B002","P","Y","S159","B",300,10000,2,18.4,501,"2",22,12,91,22,12,"Tuesday",75.4383561643836
"APPQ20184828011","Male","C10006","A","A","4",1545.6,"","","Y","S133","B",0,10000,4,20,304,"2",20,2,92,20,2,"Tuesday",75.6027397260274
"APPS50441134234","Male","C10004","A","B","4",2000,"B023","G","Y","S159","B",500,18000,3,20,669,"4",26,5,82,26,5,"Tuesday",65.8575342465753
"APPV80271369538","Male","C10001","A","B","4",2504.9,"B001","P","Y","S143","B",585,20000,4,19,598,"7",31,8,86,31,8,"Tuesday",70.1260273972603
"APPB90801677149","Male","C10004","A","C","1",2980,"B001","P","Y","S133","B",0,10000,1,13.99,898,"10",4,6,91,4,6,"Tuesday",74.8876712328767
"APPC50634065205","Male","C10005","A","C","2",2500,"B001","P","Y","S133","C",0,39000,5,14.25,913,"7",30,10,89,30,10,"Tuesday",73.2931506849315
"APPD30436442349","Male","C10002","A","A","3",2800,"","","Y","S122","B",0,10000,2,27,544,"10",1,9,95,1,9,"Tuesday",79.1342465753425
"APPF30212633529","Male","C10003","A","A","4",9000,"B004","P","Y","S133","B",840,60000,5,15.5,1443,"10",10,11,72,10,11,"Tuesday",56.3123287671233
"APPQ70678591633","Male","C10032","C","B","4",1850,"B002","P","Y","S133","B",0,20000,5,20,530,"2",20,10,86,20,10,"Tuesday",70.2630136986301
"APPW30787673215","Male","C10001","A","A","4",1650,"B001","P","Y","S143","B",0,10000,3,20,372,"2",10,3,87,10,3,"Tuesday",70.6493150684932
"APPZ90106159548","Male","C10005","A","C","1",4000,"B005","P","Y","S133","B",1600,48000,5,16.35,1176,"10",27,5,88,27,5,"Tuesday",71.8657534246575
"APPB50362439719","Male","C10002","A","A","4",2500,"B016","G","Y","S133","B",1000,28000,5,20,742,"7",8,8,92,8,8,"Tuesday",76.0684931506849
"APPC20246986831","Male","C10197","C","A","4",1617.5,"B001","P","Y","S133","B",278.7,26000,5,20,689,"2",8,8,88,8,8,"Tuesday",72.0657534246575
"APPI70260592443","Male","C10006","A","A","4",4600,"B020","G","Y","S133","B",550,30000,4,14.85,833,"10",3,2,86,3,2,"Tuesday",69.5534246575343
"APPL70316793701","Female","C10015","C","A","4",1500,"B003","G","Y","S133","B",450,16000,5,20,424,"2",4,1,82,4,1,"Tuesday",65.4684931506849
"APPP20793557143","Male","C10003","A","C","4",3370,"B001","P","Y","S122","B",1060,10000,1,18.25,918,"10",11,1,82,11,1,"Tuesday",65.4876712328767
"APPZ50802907112","Female","C10003","A","A","4",3000,"B004","P","Y","S133","C",0,45000,5,24,1295,"4",7,9,80,7,9,"Wednesday",64.1397260273973
"APPA90117887237","Male","C10001","A","A","4",2150,"B021","P","Y","S134","B",0,20000,5,20,530,"4",3,3,91,3,3,"Wednesday",74.6301369863014
"APPE50994206624","Male","C10001","A","B","4",3230,"B004","P","Y","S137","C",0,50000,5,19,1297,"7",15,1,89,15,1,"Wednesday",72.5013698630137
"APPK20465534231","Male","C10028","C","A","4",1700,"B004","P","Y","S133","B",0,38000,5,20,1007,"2",8,10,83,8,10,"Wednesday",67.2246575342466
"APPL80654358323","Male","C10052","C","A","4",1900,"B001","P","Y","S133","B",200,10000,3,20,372,"2",5,7,74,5,7,"Wednesday",57.958904109589
"APPY50227651609","Female","C10004","A","A","4",6000,"B003","G","Y","S133","C",0,126000,5,14.85,2988,"2",11,5,52,11,5,"Wednesday",35.7945205479452
"APPC80697643043","Male","C10003","A","A","3",2400,"B004","P","Y","S133","B",0,30000,5,16.75,742,"4",2,10,85,2,10,"Wednesday",69.2109589041096
"APPE60725474215","Male","C10032","C","A","4",1500,"B004","P","Y","S159","B",0,10000,5,20,265,"2",27,2,90,27,2,"Wednesday",73.6191780821918
"APPG50614729425","Male","C10001","A","A","4",2500,"B014","P","Y","S133","B",0,20000,3,15.5,698,"7",10,12,84,10,12,"Wednesday",68.4
"APPI80848035625","Female","C10011","B","A","4",3000,"B019","G","Y","S133","C",0,45000,5,15.25,1076,"4",12,6,89,12,6,"Wednesday",72.9068493150685
"APPJ70548993716","Male","C10025","A","C","4",1960,"B001","P","Y","S133","B",0,20000,3,20,743,"2",5,10,87,5,10,"Wednesday",71.2191780821918
"APPL70736096936","Female","C10002","A","A","4",2500,"","","Y","S133","B",250,10000,2,16.25,491,"7",20,3,84,20,3,"Wednesday",67.6739726027397
"APPT30177317724","Male","C10162","C","C","4",2500,"B003","G","Y","S133","B",700,20000,3,14.25,686,"7",9,4,91,9,4,"Wednesday",74.7315068493151
"APPV10179181905","Male","C10488","C","A","4",1650,"B004","P","Y","S133","B",450,10000,5,20,265,"2",3,4,84,3,4,"Wednesday",67.7123287671233
"APPA40515339408","Male","C10002","A","B","4",1800,"B001","P","Y","S133","C",0,40000,5,20,1060,"2",3,12,92,3,12,"Wednesday",76.386301369863
"APPE90509553823","Male","C10002","A","A","4",2080,"B011","P","Y","S133","B",0,20000,2,20,1018,"4",14,7,92,14,7,"Wednesday",75.9972602739726
"APPL30663028533","Male","C10003","A","A","4",10000,"B001","P","Y","S159","B",250,10000,5,14.85,237,"10",15,6,81,15,6,"Wednesday",64.9095890410959
"APPP70506416911","Male","C10002","A","A","1",2900,"B003","G","Y","S159","C",0,43000,5,18.5,1104,"4",21,12,84,21,12,"Wednesday",68.4301369863014
"APPQ80633581025","Male","C10004","A","A","4",4000,"B001","P","Y","S159","B",600,10000,1,15.25,904,"10",16,10,90,16,10,"Wednesday",74.2520547945205
"APPS20918252238","Male","C10005","A","A","4",2300,"B004","P","Y","S133","B",550,26000,5,20,689,"4",7,5,88,7,5,"Wednesday",71.8082191780822
"APPT10112606318","Male","C10011","B","C","4",1800,"B001","P","Y","S133","C",0,42000,5,18.4,1076,"2",29,7,87,29,7,"Wednesday",71.0328767123288
"APPW20251814644","Male","C10004","A","A","4",2100,"B006","P","Y","S122","B",700,10000,2,20,509,"4",23,2,70,23,2,"Wednesday",53.5945205479452
"APPY10598648833","Male","C10262","C","A","4",1723.1,"B001","P","Y","S133","B",500,20000,5,20,530,"2",10,6,90,10,6,"Wednesday",73.9013698630137
"APPZ10282962924","Female","C10026","C","A","4",2500,"B012","G","Y","S133","B",1000,14000,2,20,713,"7",26,6,88,26,6,"Wednesday",71.9452054794521
"APPB10594669135","Male","C10015","C","A","4",2500,"B003","G","Y","S133","C",0,36000,5,20,954,"4",10,10,87,10,10,"Wednesday",71.2328767123288
"APPD90745422347","Male","C10027","A","B","4",27000,"B002","P","Y","S133","B",10000,10000,5,13.5,230,"7",9,2,79,9,2,"Wednesday",62.5616438356164
"APPO70220373415","Male","C10023","B","C","1",1880,"B002","P","Y","S161","C",0,44000,5,13.5,1012,"2",17,7,88,17,7,"Wednesday",72.0027397260274
"APPS90823576812","Male","C10003","A","B","3",2200,"B001","P","Y","S133","C",0,34000,5,18.25,868,"4",8,8,90,8,8,"Thursday",74.0602739726027
"APPX50960439339","Male","C10004","A","A","4",4000,"B022","G","Y","S159","B",0,30000,3,15.5,1047,"10",16,7,70,16,7,"Thursday",53.9835616438356
"APPY80858318431","Female","C10002","A","A","1",4700,"B002","P","Y","S137","B",0,10000,1,15.25,904,"10",11,1,87,11,1,"Thursday",70.4849315068493
"APPA30358093639","Male","C10041","C","A","4",5150,"B004","P","Y","S137","B",0,20000,1,17,1824,"10",12,6,86,12,6,"Thursday",69.9013698630137
"APPD60638219927","Male","C10005","A","A","4",2500,"B002","P","Y","S151","B",0,30000,3,20,1115,"7",3,8,82,3,8,"Thursday",66.041095890411
"APPH80294712345","Male","C10002","A","B","4",7500,"B005","P","Y","S133","B",1750,75000,4,13.49,2030,"10",2,2,84,2,2,"Thursday",67.5424657534247
"APPN50278287911","Male","C10036","C","C","4",1800,"B010","G","Y","S133","B",600,12000,3,20,446,"2",15,12,61,15,12,"Thursday",45.3945205479452
"APPQ70376093212","Male","C10034","C","A","4",2400,"B003","G","Y","S133","B",273.1,20000,3,18.5,728,"4",2,1,80,2,1,"Thursday",63.4547945205479
"APPT30707482504","Male","C10200","C","A","4",3800,"B001","P","Y","S133","B",0,20000,1,15.5,1810,"7",24,2,89,24,2,"Thursday",72.6082191780822
"APPU80015018616","Male","C10479","C","A","4",1794.5,"B036","G","Y","S122","B",0,30000,5,20,795,"2",3,3,87,3,3,"Thursday",70.6246575342466
"APPA50349406209","Male","C10001","A","A","4",3900,"B003","G","Y","S133","B",0,30000,5,18,762,"7",13,8,81,13,8,"Thursday",65.0684931506849
"APPL90746701335","Male","C10002","A","B","2",5800,"B001","P","Y","S133","B",0,20000,5,23.5,570,"10",13,6,86,13,6,"Thursday",69.9041095890411
"APPN10524204503","Female","C10003","A","B","4",2632,"B011","P","Y","S133","B",600.2,30000,4,20,913,"7",27,10,83,27,10,"Thursday",67.2739726027397
"APPR90258351922","Male","C10004","A","A","4",1800,"B029","G","Y","S127","C",0,40000,5,20,1060,"2",26,3,87,26,3,"Thursday",70.6876712328767
"APPU90835014219","Male","C10002","A","B","4",4500,"B001","P","Y","S133","C",0,58000,3,14.75,2003,"7",14,9,85,14,9,"Thursday",69.158904109589
"APPZ70632149735","Male","C10005","A","A","4",2750,"","","Y","S133","B",749.8,30000,5,20,795,"7",30,7,72,30,7,"Thursday",56.0246575342466
"APPL10220219906","Male","C10004","A","B","3",2000,"B004","P","Y","S133","C",0,29000,5,16.75,717,"4",13,7,87,13,7,"Thursday",70.986301369863
"APPM20736424047","Male","C10017","B","C","4",1590,"B002","P","Y","S133","B",450,17000,4,18.4,503,"2",17,10,90,17,10,"Thursday",74.2520547945205
"APPR60842154517","Male","C10027","A","A","4",2200,"B001","P","Y","S133","B",2.4,20000,5,24,575,"4",15,6,88,15,6,"Thursday",71.9123287671233
"APPZ10753299332","Male","C10003","A","A","4",2100,"","","Y","S133","B",800,17000,5,20,450,"2",9,5,82,9,5,"Thursday",65.8054794520548
"APPB10789197545","Male","C10006","A","B","3",2867.4,"B001","P","Y","S133","B",95,35000,4,15.75,987,"7",1,5,84,1,5,"Thursday",67.786301369863
"APPE30065667811","Male","C10012","A","B","4",2200,"B015","P","Y","S122","C",0,34000,5,18.25,868,"4",28,1,83,28,1,"Thursday",66.5287671232877
"APPF20275384939","Male","C10008","A","B","4",1500,"B003","G","Y","S122","C",0,33000,5,20,874,"2",6,11,92,6,11,"Thursday",76.3095890410959
"APPI30042462218","Male","C10075","C","C","4",2000,"","","Y","S133","C",0,29000,5,16.75,717,"4",10,3,87,10,3,"Sunday",70.6356164383562
"APPJ10710414316","Male","C10001","A","B","4",3300,"B014","P","Y","S133","C",0,51000,5,19,1323,"7",16,12,83,16,12,"Thursday",67.4109589041096
"APPK30660495416","Male","C10001","A","C","4",5500,"","","Y","S133","B",600,30000,5,17.75,758,"10",19,9,83,19,9,"Thursday",67.1698630136986
"APPM80362323648","Male","C10001","A","B","4",2250,"B001","P","Y","S143","C",0,25000,3,18.25,907,"4",27,3,92,27,3,"Friday",75.6931506849315
"APPN30740428715","Male","C10008","A","C","4",1500,"B004","P","Y","S133","C",0,33000,5,20,874,"2",14,10,92,14,10,"Friday",76.2438356164384
"APPG10738281645","Male","C10002","A","A","4",6000,"B002","P","Y","S122","B",0,17000,3,14.85,588,"10",17,6,84,17,6,"Friday",67.9123287671233
"APPM60653847216","Male","C10023","B","B","4",1604.4,"B001","P","Y","S153","C",0,37000,5,18.4,948,"2",18,8,94,18,8,"Friday",78.0876712328767
"APPS20056298808","Male","C10268","C","A","1",2600,"B003","G","Y","S133","B",0,40000,4,15.5,1123,"7",11,12,91,11,12,"Friday",75.4
"APPW70537978206","Male","C10002","A","B","4",11400,"B001","P","Y","S133","C",0,120000,4,12.99,3219,"7",18,8,84,18,8,"Friday",68.0821917808219
"APPX50733898317","Male","C10004","A","A","4",2250,"B004","P","Y","S133","B",0,20000,5,24,575,"4",28,10,86,28,10,"Friday",70.2767123287671
"APPZ10391754527","Female","C10003","A","A","4",3200,"B013","G","Y","S143","B",800,54000,5,20,1431,"10",1,2,89,1,2,"Friday",72.5424657534247
"APPA60745174635","Male","C10002","A","B","4",5500,"B015","P","Y","S137","B",0,50000,4,14.85,1388,"10",20,4,81,20,4,"Friday",64.7506849315069
"APPE60818866005","Male","C10035","C","A","4",2200,"","","Y","S122","B",0,10000,2,20,509,"4",27,4,88,27,4,"Friday",71.7753424657534
"APPH10308057326","Male","C10184","C","C","4",1500,"B007","G","Y","S134","B",0,10000,5,18.4,256,"2",6,11,89,6,11,"Friday",73.3041095890411
"APPJ30498215537","Male","C10013","B","C","4",1500,"B002","P","Y","S143","C",0,33000,5,20,874,"2",30,9,83,30,9,"Friday",67.1972602739726
"APPP80668971121","Male","C10002","A","C","4",2200,"B005","P","Y","S153","C",0,41000,5,14.5,965,"4",4,8,93,4,8,"Friday",77.0493150684931
"APPQ80719671217","Male","C10313","C","A","4",3400,"B001","P","Y","S133","B",730,30000,3,20,1115,"7",25,6,89,25,6,"Friday",72.9369863013699
"APPS40721173413","Male","C10009","B","B","4",1500,"B002","P","Y","S133","B",0,10000,3,20,372,"2",4,4,88,4,4,"Friday",71.7123287671233
"APPT50462792503","Male","C10002","A","A","4",50000,"","","Y","S133","B",0,50000,2,20,2545,"10",7,5,89,7,5,"Friday",72.8027397260274
"APPU10003577629","Male","C10016","B","A","4",9000,"B003","G","Y","S133","B",150,10000,5,15.25,239,"2",10,10,98,10,10,"Friday",82.2356164383562
"APPY70853883029","Female","C10012","A","B","4",1700,"B001","P","Y","S133","C",0,39000,5,18.4,999,"2",14,7,91,14,7,"Friday",74.9890410958904
"APPC40754959414","Male","C10076","C","C","4",2500,"B004","P","Y","S133","B",0,30000,4,18.5,889,"7",4,7,89,4,7,"Saturday",72.958904109589
"APPF30828637728","Male","C10056","C","B","4",3460,"","","Y","S159","B",584.4,10000,3,14.85,346,"10",14,7,85,14,7,"Saturday",68.9835616438356
"APPI70753496027","Male","C10002","A","B","4",30000,"B001","P","Y","S159","B",725.6,10000,3,15.25,348,"10",3,6,81,3,6,"Saturday",64.8684931506849
"APPJ70731825145","Male","C10005","A","B","4",3050,"B002","P","Y","S159","B",0,10000,2,14.75,484,"10",24,6,89,24,6,"Saturday",72.9315068493151
"APPQ50563274819","Male","C10093","C","A","4",2000,"B014","P","Y","S133","B",428.8,29000,5,20,768,"4",25,8,89,25,8,"Saturday",73.1013698630137
"APPT20140807133","Male","C10003","A","B","4",2170,"B002","P","Y","S122","B",0,20000,5,16.75,494,"4",17,11,83,17,11,"Saturday",67.3260273972603
"APPV20439618311","Male","C10095","C","A","4",4600,"B004","P","Y","S133","B",0,40000,3,15.5,1396,"10",22,3,83,22,3,"Saturday",66.6684931506849
"APPC10331254001","Male","C10001","A","C","1",4100,"B002","P","Y","S159","B",1400,10000,5,13,228,"10",12,5,90,12,5,"Saturday",73.813698630137
"APPE90282562201","Male","C10005","A","C","1",4000,"B004","P","Y","S133","B",0,5000,1,13.49,448,"10",28,5,91,28,5,"Saturday",74.8575342465753
"APPM60625971008","Male","C10050","C","C","1",1600,"B001","P","Y","S133","B",0,20000,3,20,743,"2",25,11,89,25,11,"Saturday",73.3534246575342
"APPS30119223622","Male","C10046","C","A","1",2200,"B003","G","Y","S159","B",0,40000,5,17.5,1005,"4",6,6,74,6,6,"Saturday",57.8712328767123
"APPY90137412229","Male","C10004","A","A","4",4000,"B010","G","Y","S133","B",0,1e+05,5,15.25,2392,"10",28,1,70,28,1,"Saturday",53.5150684931507
"APPA50935385415","Male","C10007","A","C","4",2200,"B002","P","Y","S133","C",0,32000,5,16.75,791,"4",3,12,86,3,12,"Saturday",70.372602739726
"APPE50329615804","Male","C10004","A","B","4",3410,"B011","P","Y","S133","C",0,53000,5,19,1375,"4",9,3,90,9,3,"Saturday",73.6383561643836
"APPG60653032036","Male","C10006","A","A","4",2000,"B003","G","Y","S133","C",0,29000,5,20,768,"4",26,12,75,26,12,"Sunday",59.4246575342466
"APPI20102886242","Male","C10024","A","C","1",2400,"B004","P","Y","S133","C",0,38000,5,28.5,1195,"4",22,2,84,22,2,"Sunday",67.5890410958904
"APPL70277415527","Female","C10001","A","A","4",3450,"B003","G","Y","S133","C",0,53000,5,18.5,1360,"4",4,9,82,4,9,"Sunday",66.1205479452055
"APPR60351073141","Male","C10021","B","A","4",1850,"B004","P","Y","S133","C",0,41000,5,20,1086,"2",18,12,86,18,12,"Sunday",70.4109589041096
"APPV90507564538","Male","C10005","A","A","4",2100,"B022","G","Y","S134","C",0,30000,5,24,863,"4",10,7,76,10,7,"Sunday",59.9643835616438
"APPW40576892621","Male","C10001","A","C","4",1800,"B002","P","Y","S133","B",345.4,10000,5,18.4,256,"2",5,10,86,5,10,"Sunday",70.2082191780822
"APPB10914732108","Male","C10003","A","C","4",10000,"B003","G","Y","S158","B",3750,20000,2,20,1018,"10",2,1,92,2,1,"Sunday",75.4547945205479
"APPH30049083736","Male","C10047","B","C","4",2200,"B003","G","Y","S159","C",0,32000,5,32.5,1085,"4",11,6,81,11,6,"Sunday",64.8876712328767
"APPJ60242575948","Male","C10002","A","A","4",6000,"B001","P","Y","S143","B",2100,20000,4,15.25,559,"10",26,10,90,26,10,"Sunday",74.2684931506849
"APPN90719637345","Male","C10014","B","C","4",2500,"B004","P","Y","S159","C",0,36000,5,14.85,854,"4",19,5,85,19,5,"Sunday",68.827397260274
"APPO90894316428","Male","C10011","B","C","4",3500,"B017","G","Y","S159","C",0,54000,5,14.49,1270,"4",12,3,83,12,3,"Sunday",66.6383561643836
"APPR30342288712","Male","C10013","B","C","4",2500.9,"B001","P","Y","S143","C",0,34000,4,18.25,1003,"7",12,10,76,12,10,"Sunday",60.2219178082192
"APPV80860095126","Male","C10005","A","B","3",1630,"B001","P","Y","S159","B",0,30000,4,20,913,"2",9,3,93,9,3,"Sunday",76.6383561643836
"APPB60450712701","Male","C10015","C","C","4",2400,"B003","G","Y","S159","B",0,50000,5,20,1325,"4",16,10,91,16,10,"Sunday",75.241095890411
"APPC10698325806","Male","C10005","A","A","4",10000,"B003","G","Y","S158","B",3750,35000,1,20,3242,"10",3,3,91,3,3,"Sunday",74.6191780821918
"APPI60489109424","Male","C10002","A","B","4",2120,"B001","P","Y","S133","C",0,25000,3,16.75,888,"4",1,8,91,1,8,"Monday",75.0301369863014
"APPJ60663827529","Male","C10001","A","A","4",2000,"B002","P","Y","S122","B",0,30000,5,16.25,734,"4",21,4,92,21,4,"Monday",75.7534246575343
"APPK50447744612","Female","C10038","C","A","4",2650,"B009","G","Y","S122","C",0,40000,5,19,1038,"4",8,12,77,8,12,"Monday",61.3753424657534
"APPL70378943721","Male","C10014","B","C","4",3200,"B007","G","Y","S143","C",0,49000,5,15.5,1179,"7",30,10,91,30,10,"Monday",75.2767123287671
"APPM30241166821","Male","C10002","A","C","4",2700,"B003","G","Y","S137","B",0,20000,1,20,1853,"10",9,6,90,9,6,"Monday",73.8849315068493
"APPO50897382037","Male","C10002","A","A","1",6000,"B003","G","Y","S123","B",0,20000,3,15.25,696,"10",11,2,87,11,2,"Monday",70.558904109589
"APPU70838206621","Male","C10011","B","C","4",6000,"B001","P","Y","S133","C",0,105000,5,13.99,2443,"10",24,12,90,24,12,"Wednesday",74.4219178082192
