"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Interest_Rate","EMI","Var1","Approved","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPM70373635201","Male","C10094","C","C","4",1500,"","","Y","S157","B",0,20000,5,18.4,512,"2",0,9,1,84,9,1,"Wednesday",67.4986301369863
"APPO70066436431","Male","C10003","A","C","4",2700,"B005","P","Y","S133","B",0,10000,2,14.75,484,"10",0,2,9,86,2,9,"Wednesday",70.1479452054794
"APPP20162947544","Male","C10003","A","A","4",3600,"B006","P","Y","S143","B",0,50000,5,16.25,1223,"7",0,23,11,70,23,11,"Wednesday",54.3616438356164
"APPT90849403926","Male","C10014","B","C","4",4000,"B010","G","Y","S143","B",0,50000,5,14.49,1176,"10",0,25,3,64,25,3,"Wednesday",47.6931506849315
"APPU50402476035","Male","C10004","A","B","4",20353.9,"B001","P","Y","S133","B",0,20000,4,15.25,559,"10",0,13,8,85,13,8,"Wednesday",69.0931506849315
"APPZ70778883508","Male","C10068","C","A","4",1800,"B024","G","Y","S133","B",0,25000,5,20,662,"2",0,19,8,86,19,8,"Wednesday",70.1095890410959
"APPC90358847836","Male","C10003","A","A","4",5200,"B003","G","Y","S137","B",0,50000,5,24,1438,"10",0,9,3,82,9,3,"Wednesday",65.6602739726027
"APPE50280893029","Male","C10002","A","B","4",5400,"B001","P","Y","S137","B",0,30000,4,20,913,"10",0,14,12,82,14,12,"Wednesday",66.427397260274
"APPJ80825069541","Male","C10004","A","B","4",2035.9,"B001","P","Y","S133","B",0,20000,3,13.5,679,"4",0,13,8,85,13,8,"Wednesday",69.0931506849315
"APPK10908119607","Male","C10009","B","C","4",3000,"B001","P","Y","S133","C",0,36000,3,13.99,1230,"7",0,10,9,82,10,9,"Wednesday",66.1671232876712
"APPL60135807732","Male","C10005","A","A","4",2500,"","","Y","S143","B",0,50000,5,20,1325,"7",0,4,6,85,4,6,"Wednesday",68.9013698630137
"APPO40429941001","Male","C10479","C","A","4",1745.8,"B036","G","Y","S133","B",0,25000,5,20,662,"2",0,3,3,87,3,3,"Wednesday",70.6465753424658
"APPP20837259116","Female","C10003","A","A","4",3600,"B009","G","Y","S133","B",0,1e+05,5,16.35,2450,"10",0,17,11,76,17,11,"Wednesday",60.3506849315068
"APPR80478811342","Female","C10002","A","B","4",1983.3,"B030","P","Y","S159","B",0,10000,1,20,926,"2",0,22,1,90,22,1,"Wednesday",73.5397260273973
"APPU10025333627","Male","C10034","C","A","4",3850,"B025","G","Y","S127","B",0,70000,5,15.5,1684,"7",1,3,1,80,3,1,"Wednesday",63.4794520547945
"APPX20619129922","Male","C10011","B","A","4",8500,"","","Y","S133","C",0,150000,5,13.5,3451,"7",0,8,3,83,8,3,"Wednesday",66.6575342465753
"APPC10699271433","Male","C10002","A","A","4",3500,"","","Y","S133","B",0,20000,3,15.75,701,"10",0,22,1,94,22,1,"Wednesday",77.5424657534247
"APPI30096081047","Female","C10004","A","B","4",5800,"B007","G","Y","S137","B",0,50000,5,14.85,1186,"10",0,23,10,80,23,10,"Wednesday",64.2849315068493
"APPL60325122349","Male","C10001","A","A","4",2000,"","","Y","S159","B",340,20000,3,20,743,"4",0,24,2,87,24,2,"Wednesday",70.627397260274
"APPO30675984639","Male","C10045","C","B","4",6300,"B008","G","Y","S157","B",1760,10000,2,16.25,491,"10",0,21,4,77,21,4,"Wednesday",60.7753424657534
"APPC90799095012","Male","C10002","A","C","4",1800,"B002","P","Y","S133","B",0,42000,5,18.4,1076,"2",0,10,9,89,10,9,"Wednesday",73.172602739726
"APPE30790189204","Female","C10004","A","A","4",3900,"B018","G","Y","S133","B",0,60000,5,24,1726,"7",0,8,8,85,8,8,"Wednesday",69.0794520547945
"APPH40104982506","Male","C10002","A","C","4",2047.8,"B002","P","Y","S122","B",0,40000,5,16.75,989,"4",0,9,7,89,9,7,"Wednesday",73
"APPT50359979714","Male","C10003","A","A","4",10000,"B002","P","Y","S133","B",770,10000,4,15.25,280,"10",0,6,4,80,6,4,"Wednesday",63.7369863013699
"APPV90429676937","Male","C10019","B","B","4",3700,"B002","P","Y","S133","B",250,5000,2,17,247,"7",0,12,3,88,12,3,"Wednesday",71.6739726027397
"APPW60820333044","Male","C10004","A","A","4",4500,"B006","P","Y","S157","B",1680,30000,5,15.25,718,"10",0,30,10,69,30,10,"Wednesday",53.2958904109589
"APPZ10420174331","Male","C10006","A","A","4",2000,"B003","G","Y","S157","C",0,29000,5,20,768,"4",0,2,5,88,2,5,"Wednesday",71.813698630137
"APPG90257446026","Male","C10022","B","A","4",2500,"","","Y","S157","B",0,20000,3,15.25,696,"10",0,1,6,75,1,6,"Wednesday",58.8849315068493
"APPN40772425727","Male","C10015","C","B","4",2732,"","","Y","S159","B",228.5,50000,5,15.25,1196,"7",0,1,8,80,1,8,"Wednesday",64.0575342465753
"APPP10110168933","Male","C10003","A","C","1",2950,"B001","P","Y","S133","B",700,20000,2,18.25,1001,"10",0,18,1,91,18,1,"Wednesday",74.5287671232877
"APPS60178534225","Male","C10002","A","B","4",10000,"B015","P","Y","S133","B",0,30000,2,14.85,1452,"10",0,2,7,91,2,7,"Wednesday",74.9808219178082
"APPU70600815404","Male","C10032","C","A","4",2200,"B001","P","Y","S133","B",447.5,10000,3,20,372,"4",0,16,7,68,16,7,"Wednesday",52.0054794520548
"APPB50676723138","Female","C10004","A","B","4",5700,"B015","P","Y","S137","B",0,50000,4,15.25,1398,"10",0,17,3,84,17,3,"Wednesday",67.6849315068493
"APPC30636998203","Male","C10005","A","A","4",2200,"B003","G","Y","S157","B",385,18000,2,20,916,"4",0,7,1,67,7,1,"Wednesday",50.4821917808219
"APPD90770062319","Male","C10156","C","A","4",4000,"B002","P","Y","S133","B",900,50000,5,20,1325,"7",0,17,3,76,17,3,"Wednesday",59.6794520547945
"APPE30263173429","Male","C10003","A","B","4",3000,"B010","G","Y","S133","C",0,45000,5,13.49,1035,"7",0,11,7,89,11,7,"Wednesday",73.0054794520548
"APPQ60550665605","Male","C10003","A","A","4",1900,"B030","P","Y","S122","B",0,10000,3,20,372,"2",0,21,4,83,21,4,"Wednesday",66.7780821917808
"APPR30495495734","Male","C10004","A","B","4",2628,"B002","P","Y","S133","B",0,50000,5,14.49,1176,"7",0,5,8,83,5,8,"Wednesday",67.0684931506849
"APPV50331235102","Female","C10002","A","A","4",2680,"B001","P","Y","S133","B",0,10000,2,18.25,500,"10",0,17,10,88,17,10,"Wednesday",72.2739726027397
"APPB30365387729","Male","C10095","C","A","4",3300,"B002","P","Y","S133","B",0,10000,4,19,299,"7",0,24,6,80,24,6,"Wednesday",63.9534246575342
"APPI90313257441","Female","C10003","A","A","4",5000,"B005","P","Y","S134","B",0,105000,5,14.85,2490,"10",0,2,5,92,2,5,"Wednesday",75.8164383561644
"APPL60432737734","Male","C10002","A","A","4",2200,"B003","G","Y","S133","B",550,20000,3,20,743,"4",0,19,9,80,19,9,"Wednesday",64.1917808219178
"APPO20804166031","Male","C10006","A","B","4",4666.7,"B004","P","Y","S133","C",0,57000,3,15.25,1983,"7",0,1,12,89,1,12,"Wednesday",73.3972602739726
"APPT40180563541","Male","C10036","C","A","4",2210,"B002","P","Y","S133","B",0,30000,5,20,795,"4",0,7,3,84,7,3,"Wednesday",67.6575342465753
"APPW40493323815","Male","C10001","A","B","3",1700,"B001","P","Y","S133","B",0,20000,2,18.4,1002,"2",0,4,12,88,4,12,"Wednesday",72.4054794520548
"APPX30000319921","Male","C10009","B","A","4",4000,"B027","G","Y","S133","C",0,64000,5,20,1696,"7",0,2,3,72,2,3,"Wednesday",55.6356164383562
"APPA40765931234","Male","C10018","C","A","4",2200,"B003","G","Y","S133","C",0,32000,5,20,848,"4",0,23,5,90,23,5,"Wednesday",73.8712328767123
"APPH40356628924","Male","C10001","A","B","2",1950,"B001","P","Y","S122","C",0,45000,5,13,1024,"2",0,23,10,89,23,10,"Wednesday",73.2904109589041
"APPJ90367775104","Female","C10001","A","A","4",3500,"B020","G","Y","S133","C",0,54000,5,14.49,1270,"4",0,18,2,88,18,2,"Wednesday",71.6109589041096
"APPM90802971433","Male","C10001","A","B","4",4300,"B026","P","Y","S122","B",1050,20000,3,15.25,696,"10",0,19,12,86,19,12,"Wednesday",70.4438356164383
"APPT90604059127","Female","C10002","A","A","4",1500,"B001","P","Y","S133","B",0,10000,2,20,509,"2",0,20,7,75,20,7,"Wednesday",59.0191780821918
"APPU50957344234","Male","C10001","A","B","4",3000,"B014","P","Y","S134","B",0,10000,2,15.35,487,"10",0,12,3,81,12,3,"Wednesday",64.6684931506849
"APPV90954407327","Male","C10024","A","A","4",1800,"B010","G","Y","S133","C",0,40000,5,20,1060,"2",0,2,8,91,2,8,"Wednesday",75.0657534246575
"APPY60198237615","Male","C10004","A","A","4",10100,"B001","P","Y","S133","B",500,10000,5,13.5,230,"10",0,1,6,87,1,6,"Wednesday",70.8931506849315
"APPD40844111118","Male","C10058","C","A","4",1500,"B001","P","Y","S133","B",0,14000,3,20,520,"2",0,29,2,76,29,2,"Wednesday",59.6328767123288
"APPJ10308362725","Male","C10005","A","C","4",7000,"B001","P","Y","S133","C",0,120000,5,15.25,2871,"10",0,12,8,81,12,8,"Wednesday",65.0876712328767
"APPQ70018986413","Male","C10003","A","A","4",1700,"B001","P","Y","S133","B",300,10000,5,20,265,"2",0,8,3,84,8,3,"Wednesday",67.6602739726027
"APPT50577683701","Male","C10007","A","A","4",1714,"B007","G","Y","S122","B",0,20000,4,20,609,"2",0,13,4,81,13,4,"Wednesday",64.7561643835616
"APPA20340587404","Male","C10003","A","B","4",5400,"B001","P","Y","S137","B",0,30000,3,20,1115,"10",0,11,10,82,11,10,"Wednesday",66.2520547945205
"APPB30199848528","Male","C10004","A","C","4",2300,"B003","G","Y","S143","B",0,20000,4,16.75,575,"4",0,27,10,75,27,10,"Wednesday",59.2904109589041
"APPE50963336813","Male","C10006","A","A","4",1600,"B012","G","Y","S133","B",0,20000,5,20,530,"2",0,15,8,88,15,8,"Wednesday",72.1013698630137
"APPG40388217028","Male","C10009","B","A","4",3450,"B027","G","Y","S133","C",0,53000,5,14.85,1257,"4",0,4,10,73,4,10,"Wednesday",57.227397260274
"APPL70224627508","Male","C10003","A","B","4",2200,"B038","P","Y","S133","B",0,10000,3,20,372,"4",0,29,7,92,29,7,"Wednesday",76.0575342465753
"APPP80201216947","Male","C10002","A","B","4",3000,"B002","P","Y","S133","C",0,34000,3,15,1179,"7",0,1,8,74,1,8,"Wednesday",58.0520547945206
"APPU50365795444","Male","C10001","A","B","4",3500,"B003","G","Y","S143","B",1000,30000,3,20,1115,"7",0,10,6,91,10,6,"Wednesday",74.9205479452055
"APPA60387848029","Male","C10003","A","B","4",2200,"B038","P","Y","S133","B",0,10000,3,24,392,"4",0,29,7,92,29,7,"Wednesday",76.0575342465753
"APPF80959483504","Male","C10024","A","B","4",9800,"B005","P","Y","S143","C",0,120000,5,15.25,2871,"7",0,2,4,78,2,4,"Wednesday",61.7232876712329
"APPJ20345752942","Male","C10006","A","B","3",2200,"B002","P","Y","S143","C",0,32000,5,18.25,817,"4",0,18,5,82,18,5,"Wednesday",65.8520547945206
"APPL70310306134","Male","C10004","A","C","4",2300,"B003","G","Y","S143","B",0,20000,4,32.5,749,"4",0,27,10,75,27,10,"Wednesday",59.2904109589041
"APPP40812309539","Male","C10003","A","C","4",3400,"B003","G","Y","S157","B",1150,30000,5,18.25,766,"10",0,29,9,68,29,9,"Wednesday",52.2109589041096
"APPQ50542027647","Male","C10003","A","A","4",1800,"B006","P","Y","S157","B",200,10000,4,20,304,"2",0,9,3,72,9,3,"Wednesday",55.6547945205479
"APPR60452165725","Male","C10004","A","C","4",2300,"B003","G","Y","S143","B",0,20000,4,24,652,"4",0,27,10,75,27,10,"Wednesday",59.2904109589041
"APPB20695078711","Male","C10004","A","C","1",4430,"B004","P","Y","S133","B",888.8,30000,4,14.5,827,"10",0,8,4,83,8,4,"Wednesday",66.7424657534247
"APPC70773339828","Male","C10006","A","B","4",5100,"B003","G","Y","S137","B",0,50000,5,24,1438,"10",0,11,4,84,11,4,"Wednesday",67.7534246575343
"APPB60925938336","Male","C10005","A","C","4",3000,"B002","P","Y","S133","C",0,43000,4,14.49,1186,"4",0,4,4,89,4,4,"Wednesday",72.7369863013699
"APPD50316125516","Male","C10004","A","A","4",20000,"","","Y","S133","B",250,20000,3,14.85,692,"10",0,17,5,73,17,5,"Wednesday",56.8438356164384
"APPM90937013416","Male","C10003","A","A","4",1800,"B006","P","Y","S133","B",250,10000,4,20,304,"2",0,9,3,72,9,3,"Wednesday",55.6547945205479
"APPP60745739747","Male","C10001","A","A","4",5320,"B019","G","Y","S133","B",458.3,50000,5,15.25,1196,"10",0,18,12,69,18,12,"Wednesday",53.4301369863014
"APPR70000169919","Male","C10157","C","A","4",1500,"","","Y","S133","B",0,20000,5,20,530,"2",0,8,3,71,8,3,"Wednesday",54.6493150684932
"APPD30611454141","Male","C10005","A","C","4",3000,"B001","P","Y","S159","B",930,20000,3,18.25,726,"7",0,7,5,92,7,5,"Wednesday",75.8301369863014
"APPE90427233207","Male","C10022","B","A","4",4000,"B003","G","Y","S122","C",0,64000,5,15.25,1531,"4",0,21,2,72,21,2,"Wednesday",55.6082191780822
"APPF60616447322","Male","C10001","A","C","4",6300,"B002","P","Y","S122","B",0,50000,4,16.5,1430,"10",0,11,1,90,11,1,"Wednesday",73.5095890410959
"APPK80078584815","Male","C10046","C","B","4",8000,"B001","P","Y","S129","B",2020,86000,5,13.5,1979,"10",0,30,8,81,30,8,"Wednesday",65.1369863013699
"APPM20495664041","Male","C10005","A","A","4",2200,"B017","G","Y","S159","B",700,16000,3,20,595,"4",0,20,1,87,20,1,"Wednesday",70.5315068493151
"APPN90116156107","Male","C10006","A","A","4",4500,"B008","G","Y","S161","B",0,75000,3,15.25,2609,"10",0,12,10,86,12,10,"Wednesday",70.2575342465753
"APPR80468634523","Male","C10004","A","C","4",5300,"B003","G","Y","S137","B",0,50000,5,17,1243,"10",0,18,7,83,18,7,"Wednesday",67.0191780821918
"APPT80065398707","Male","C10010","A","B","4",2250,"B002","P","Y","S159","B",600,20000,5,16.75,494,"4",0,19,4,92,19,4,"Wednesday",75.7808219178082
"APPU90674909815","Male","C10050","C","B","3",1520,"B001","P","Y","S159","B",400,14000,3,18.4,509,"2",0,15,9,89,15,9,"Wednesday",73.186301369863
"APPA10732053446","Female","C10002","A","B","4",7500,"B001","P","Y","S122","B",0,80000,4,16,2267,"10",0,24,11,89,24,11,"Wednesday",73.3780821917808
"APPC90085679638","Male","C10001","A","B","4",1900,"B002","P","Y","S159","B",197.4,20000,5,20,530,"2",0,12,12,92,12,12,"Wednesday",76.4301369863014
"APPE30955406813","Male","C10001","A","A","4",6000,"","","Y","S157","C",0,104000,5,16.5,2557,"7",0,5,3,85,5,3,"Wednesday",68.6520547945206
"APPF90030657935","Male","C10001","A","B","4",1712.2,"B001","P","Y","S143","B",400,10000,2,18.4,501,"2",0,26,1,88,26,1,"Wednesday",71.5479452054795
"APPH20658157119","Male","C10006","A","C","4",1500,"B002","P","Y","S161","B",300,16000,3,20,595,"2",0,16,8,83,16,8,"Wednesday",67.0986301369863
"APPM70788633624","Male","C10254","C","A","4",2200,"B006","P","Y","S159","B",0,30000,5,18.25,766,"4",0,14,9,74,14,9,"Wednesday",58.172602739726
"APPQ70281194027","Male","C10002","A","A","4",2300,"B001","P","Y","S157","C",0,33000,5,20,874,"4",0,12,7,89,12,7,"Wednesday",73.0082191780822
"APPR10747931146","Female","C10001","A","B","4",2600,"B011","P","Y","S122","B",0,19000,1,18.25,1744,"7",0,2,12,89,2,12,"Wednesday",73.4
"APPW30912777611","Male","C10002","A","A","4",2000,"B022","G","Y","S127","B",250,10000,3,20,372,"4",0,11,7,79,11,7,"Wednesday",62.9972602739726
"APPG70800617621","Male","C10199","C","A","4",15000,"","","Y","S157","B",1000,60000,5,16.75,1483,"10",0,3,7,89,3,7,"Wednesday",72.9835616438356
"APPI10997541809","Male","C10007","A","C","4",2005,"B001","P","Y","S151","C",0,31000,5,28.5,975,"4",0,18,5,92,18,5,"Wednesday",75.8602739726027
"APPU20216391004","Male","C10008","A","A","4",3500,"B001","P","Y","S143","C",0,41000,3,14.85,1418,"4",0,24,1,87,24,1,"Wednesday",70.5424657534247
"APPW40897303247","Male","C10004","A","A","1",2000,"B003","G","Y","S122","C",0,29000,5,18.5,744,"4",0,7,3,95,7,3,"Wednesday",78.6630136986301
"APPA70585704603","Female","C10015","C","A","4",2550,"B003","G","Y","S143","B",0,40000,4,15.25,1118,"7",0,4,4,87,4,4,"Wednesday",70.7342465753425
"APPG50684709236","Male","C10006","A","B","4",4160,"B002","P","Y","S159","B",1250,67000,5,16.35,1642,"10",0,23,10,90,23,10,"Wednesday",74.2904109589041
"APPH50018039344","Male","C10005","A","C","4",2200,"B003","G","Y","S159","C",0,32000,5,20,848,"4",0,19,7,87,19,7,"Wednesday",71.0246575342466
"APPO30305919039","Male","C10001","A","A","4",2200,"B003","G","Y","S143","C",0,32000,5,20,848,"4",0,17,4,88,17,4,"Wednesday",71.772602739726
"APPV70008659713","Male","C10003","A","C","4",2000,"B001","P","Y","S159","C",0,29000,5,20,768,"4",0,12,10,92,12,10,"Thursday",76.2602739726027
"APPW60560447822","Male","C10003","A","A","4",2000,"B001","P","Y","S159","C",0,29000,5,24,834,"4",0,12,10,92,12,10,"Thursday",76.2602739726027
"APPB30183244333","Male","C10002","A","C","4",2500,"B003","G","Y","S157","B",0,40000,5,15,952,"10",0,18,4,81,18,4,"Thursday",64.7671232876712
"APPH40969483903","Male","C10002","A","B","4",1900,"B001","P","Y","S159","C",0,44000,5,18.4,1127,"2",0,17,9,90,17,9,"Thursday",74.1890410958904
"APPT20901471106","Male","C10001","A","A","4",2700,"B005","P","Y","S159","C",0,40000,5,19,1038,"4",0,3,11,90,3,11,"Thursday",74.3178082191781
"APPY30752464622","Male","C10019","B","B","4",3700,"B002","P","Y","S133","B",250,5000,2,15.75,244,"7",0,12,3,88,12,3,"Thursday",71.6712328767123
"APPZ20189345739","Male","C10015","C","B","4",2500,"B028","P","Y","S122","B",0,60000,5,15.25,1435,"7",0,10,9,89,10,9,"Thursday",73.1698630136986
"APPB90869002903","Male","C10015","C","A","4",2500,"B028","P","Y","S122","B",0,45000,5,19.75,1186,"7",0,10,9,89,10,9,"Thursday",73.1698630136986
"APPE90152016204","Male","C10006","A","C","4",2000,"B016","G","Y","S159","C",0,38000,5,16.75,939,"4",0,4,1,83,4,1,"Thursday",66.4821917808219
"APPG90902044433","Male","C10008","A","A","4",10000,"B003","G","Y","S159","C",0,150000,5,13.5,3451,"10",0,18,4,89,18,4,"Thursday",72.772602739726
"APPH30571061544","Male","C10001","A","B","4",2000,"B001","P","Y","S157","B",500,10000,2,20,509,"4",0,21,5,92,21,5,"Thursday",75.8657534246575
"APPL70907332917","Male","C10003","A","A","4",2260,"B004","P","Y","S159","C",0,25000,3,18.25,907,"4",0,23,12,87,23,12,"Thursday",71.4520547945205
"APPM50473508038","Male","C10474","C","A","4",1900,"B036","G","Y","S159","B",246,20000,5,20,530,"2",0,15,7,76,15,7,"Thursday",60.0054794520548
"APPO80765772205","Male","C10207","C","A","4",1950,"B004","P","Y","S159","B",0,20000,3,20,743,"2",0,28,6,91,28,6,"Thursday",74.9671232876712
"APPP30946028315","Male","C10038","C","A","4",1800,"B004","P","Y","S153","C",0,40000,5,20,1060,"2",0,7,8,92,7,8,"Thursday",76.0794520547945
"APPQ90325902421","Male","C10005","A","C","4",2000,"B011","P","Y","S159","C",0,31000,5,28.5,975,"4",0,19,8,89,19,8,"Thursday",73.1095890410959
"APPS60368976613","Male","C10001","A","B","4",2700,"B006","P","Y","S159","B",0,17000,3,15.5,593,"7",0,1,7,89,1,7,"Thursday",72.9753424657534
"APPT20198548726","Male","C10005","A","A","4",2200,"B012","G","Y","S159","C",0,32000,5,20,848,"4",0,3,8,83,3,8,"Thursday",67.0602739726027
"APPU20205726849","Male","C10005","A","A","1",2500,"B001","P","Y","S159","C",0,39000,5,13,887,"4",0,15,6,92,15,6,"Thursday",75.9342465753425
"APPX90350667103","Male","C10008","A","B","4",2500,"B012","G","Y","S159","C",0,36000,5,19,934,"4",0,1,8,87,1,8,"Thursday",71.0575342465753
"APPY10887178212","Male","C10014","B","B","4",3500,"B002","P","Y","S159","C",0,41000,3,14.85,1418,"4",0,1,1,86,1,1,"Thursday",69.4767123287671
"APPZ30678037323","Female","C10011","B","C","4",1500,"B022","G","Y","S159","C",0,33000,5,20,874,"2",0,22,12,89,22,12,"Thursday",73.4520547945205
"APPC60260542614","Male","C10004","A","A","4",10400,"B005","P","Y","S159","C",0,120000,5,13.5,2761,"10",1,6,11,82,6,11,"Thursday",66.3205479452055
"APPE30904798835","Male","C10004","A","A","4",10400,"B005","P","Y","S159","C",0,120000,5,14.8,2842,"7",0,6,11,82,6,11,"Thursday",66.3205479452055
"APPF50048809946","Male","C10002","A","B","4",2420,"B004","P","Y","S159","C",0,35000,5,24,1007,"4",0,15,7,90,15,7,"Thursday",74.013698630137
"APPK80550626405","Male","C10003","A","A","4",2500,"B009","G","Y","S153","C",0,36000,5,18.5,924,"4",0,14,9,83,14,9,"Thursday",67.1753424657534
"APPM70358046624","Male","C10015","C","A","4",2500,"B003","G","Y","S159","C",0,36000,5,15.25,861,"4",0,13,10,95,13,10,"Thursday",79.2630136986301
"APPU90763743441","Male","C10014","B","A","4",3000,"B009","G","Y","S153","C",0,45000,5,19,1167,"4",0,16,11,89,16,11,"Thursday",73.3534246575342
"APPB10471139122","Male","C10007","A","C","4",2700,"B003","G","Y","S159","C",0,44000,5,15.5,1058,"4",0,8,4,90,8,4,"Thursday",73.7452054794521
"APPO90102967403","Male","C10004","A","A","4",6900,"B001","P","Y","S137","B",0,20000,1,15.25,1808,"10",0,10,10,93,10,10,"Thursday",77.2547945205479
"APPQ10387036629","Male","C10004","A","A","1",6000,"B004","P","Y","S123","B",0,20000,2,13,951,"10",0,11,2,86,11,2,"Thursday",69.5890410958904
"APPS50678593844","Male","C10015","C","A","4",3500,"B003","G","Y","S159","C",0,54000,5,15.25,1292,"4",0,10,12,91,10,12,"Thursday",75.4191780821918
"APPT90449035903","Female","C10001","A","C","4",4800,"B002","P","Y","S137","B",0,20000,1,15.25,1808,"10",0,11,1,57,11,1,"Thursday",40.4849315068493
"APPU70082532013","Female","C10006","A","B","4",3400,"B001","P","Y","S137","B",0,30000,2,18.25,1501,"10",0,10,7,89,10,7,"Thursday",73
"APPW20483935232","Male","C10267","C","B","4",4950,"B002","P","Y","S137","B",0,20000,1,20,1853,"7",0,26,2,88,26,2,"Thursday",71.6301369863014
"APPY10645017413","Male","C10001","A","B","4",2600,"B003","G","Y","S134","B",0,50000,3,18.25,1814,"7",0,18,8,90,18,8,"Thursday",74.1068493150685
"APPZ90445798524","Male","C10006","A","C","4",2800,"B001","P","Y","S143","C",0,42000,5,14.49,988,"10",0,1,8,83,1,8,"Thursday",67.0547945205479
"APPB30760254706","Male","C10003","A","A","4",5000,"B001","P","Y","S137","B",1500,30000,2,20,1527,"10",0,1,7,88,1,7,"Thursday",71.9753424657534
"APPD40546937921","Male","C10005","A","C","4",6000,"B001","P","Y","S137","B",0,20000,2,17.75,996,"10",0,29,8,89,29,8,"Thursday",73.1369863013699
"APPF40688343116","Male","C10456","C","A","4",2000,"B002","P","Y","S137","B",0,10000,1,24,946,"4",0,14,4,86,14,4,"Thursday",69.758904109589
"APPL30129688716","Male","C10008","A","A","4",1800,"B004","P","Y","S153","C",0,40000,5,20,1060,"2",0,20,3,91,20,3,"Thursday",74.6931506849315
"APPN80256895913","Male","C10003","A","A","4",3313.3,"B011","P","Y","S127","B",730,20000,2,18.25,1001,"7",0,6,9,89,6,9,"Thursday",73.158904109589
"APPX80158283922","Male","C10004","A","A","1",2000,"B003","G","Y","S159","C",0,29000,5,18.25,740,"4",0,12,4,90,12,4,"Thursday",73.7561643835616
"APPB60942023343","Male","C10004","A","A","4",2000,"B003","G","Y","S159","C",0,29000,5,17.5,729,"4",0,12,4,90,12,4,"Thursday",73.7561643835616
"APPD20851266517","Male","C10004","A","C","4",5400,"B002","P","Y","S137","B",400,50000,4,23.5,1616,"10",0,19,2,86,19,2,"Thursday",69.6109589041096
"APPE60566469621","Male","C10003","A","C","4",1900,"B002","P","Y","S159","C",0,43000,5,20,1139,"2",0,2,12,93,2,12,"Thursday",77.4
"APPH20836583914","Female","C10002","A","A","4",2680,"B002","P","Y","S134","C",0,31000,3,19,1136,"4",0,17,10,88,17,10,"Thursday",72.2712328767123
"APPL50009391337","Male","C10004","A","A","4",1836,"B004","P","Y","S153","B",0,10000,3,20,372,"2",0,27,12,90,27,12,"Thursday",74.4657534246575
"APPU20651391249","Female","C10002","A","A","4",5300,"B001","P","Y","S122","B",1200,10000,2,15.25,486,"10",0,11,3,90,11,3,"Thursday",73.6684931506849
"APPY30248668636","Male","C10001","A","C","4",5130,"B004","P","Y","S133","B",0,96000,3,20,3568,"10",0,13,8,88,13,8,"Thursday",72.0931506849315
"APPE10004803206","Male","C10001","A","A","4",2500,"B033","G","Y","S133","B",0,10000,3,19,367,"7",0,1,9,86,1,9,"Thursday",70.1424657534247
"APPI50446827619","Male","C10003","A","B","4",25000,"B001","P","Y","S122","B",0,50000,3,13.5,1697,"10",0,11,10,79,11,10,"Thursday",63.2465753424658
"APPJ50232067748","Male","C10061","C","B","4",2800,"B004","P","Y","S133","B",256.7,10000,4,19,299,"7",0,12,7,66,12,7,"Thursday",49.9890410958904
"APPK60031407804","Male","C10006","A","A","4",3550,"B005","P","Y","S133","B",811,10000,2,15.25,486,"10",0,13,4,87,13,4,"Thursday",70.7561643835616
"APPL10769563913","Male","C10003","A","A","4",2600,"B003","G","Y","S133","B",500,8000,2,19,403,"7",0,27,10,78,27,10,"Thursday",62.2904109589041
"APPN40206192142","Male","C10001","A","B","4",3700,"B005","P","Y","S133","B",0,10000,1,15.35,904,"10",0,23,9,93,23,9,"Thursday",77.2082191780822
"APPO60868992201","Male","C10069","C","C","4",3650,"B004","P","Y","S133","B",850,10000,3,15.5,349,"7",0,10,10,88,10,10,"Thursday",72.2520547945205
"APPS30573131608","Male","C10001","A","A","4",3500,"B004","P","Y","S129","C",0,54000,5,24,1553,"4",0,16,2,89,16,2,"Thursday",72.6054794520548
"APPU90228133826","Female","C10026","C","A","4",1500,"B001","P","Y","S122","C",0,33000,5,20,874,"2",0,15,12,93,15,12,"Thursday",77.4356164383562
"APPW40714734005","Male","C10051","B","A","4",1700,"B012","G","Y","S122","B",0,20000,2,20,1018,"2",0,9,12,91,9,12,"Thursday",75.4164383561644
"APPC20463472634","Male","C10046","C","A","4",3495.5,"B003","G","Y","S133","B",881.3,50000,4,20,1522,"7",0,27,5,77,27,5,"Thursday",60.8712328767123
"APPF10654417918","Female","C10003","A","A","4",2800,"B004","P","Y","S133","C",0,42000,5,31,1385,"4",0,29,1,80,29,1,"Thursday",63.5479452054795
"APPL40776958533","Male","C10003","A","B","4",1820,"B004","P","Y","S133","B",0,10000,5,20,265,"2",0,10,8,87,10,8,"Thursday",71.0821917808219
"APPM60225526643","Male","C10002","A","B","4",4300,"B001","P","Y","S159","B",588.5,50000,4,15.75,1411,"10",0,23,10,85,23,10,"Thursday",69.2849315068493
"APPN80770501716","Male","C10002","A","B","4",7800,"B003","G","Y","S143","B",0,1e+05,5,13.5,2301,"10",0,8,9,86,8,9,"Thursday",70.1616438356164
